Name,Year,Source,Population,Square_Kilometres,Population_per_square_kilometre
Islington,2019,GLA Population Projections,241589,14.9,16261.3
Islington,2020,GLA Population Projections,242827,14.9,16344.7
Islington,2021,GLA Population Projections,244372,14.9,16448.7
Islington,2022,GLA Population Projections,245839,14.9,16547.4
Islington,2023,GLA Population Projections,247009,14.9,16626.2
Islington,2024,GLA Population Projections,247841,14.9,16682.2
Islington,2025,GLA Population Projections,248352,14.9,16716.5
Islington,2026,GLA Population Projections,248723,14.9,16741.5
Islington,2027,GLA Population Projections,248916,14.9,16754.5
Islington,2028,GLA Population Projections,248834,14.9,16749.0
Islington,2029,GLA Population Projections,248569,14.9,16731.2
Islington,2030,GLA Population Projections,249455,14.9,16790.8
Islington,2031,GLA Population Projections,250875,14.9,16886.4
Islington,2032,GLA Population Projections,252427,14.9,16990.8
Islington,2033,GLA Population Projections,253952,14.9,17093.5
Islington,2034,GLA Population Projections,255400,14.9,17190.9
Islington,2035,GLA Population Projections,257466,14.9,17330.0
Islington,2036,GLA Population Projections,259678,14.9,17478.9
Islington,2037,GLA Population Projections,261844,14.9,17624.7
Islington,2038,GLA Population Projections,263925,14.9,17764.8
Islington,2039,GLA Population Projections,265884,14.9,17896.6
Islington,2040,GLA Population Projections,267544,14.9,18008.4
Islington,2041,GLA Population Projections,268983,14.9,18105.2
Islington,2042,GLA Population Projections,271001,14.9,18241.0
Islington,2043,GLA Population Projections,273155,14.9,18386.0
Islington,2044,GLA Population Projections,273741,14.9,18425.5
Islington,2045,GLA Population Projections,273977,14.9,18441.4
Islington,2046,GLA Population Projections,274227,14.9,18458.2
Islington,2047,GLA Population Projections,274390,14.9,18469.2
Islington,2048,GLA Population Projections,274497,14.9,18476.4
Islington,2049,GLA Population Projections,274711,14.9,18490.8
Islington,2050,GLA Population Projections,274967,14.9,18508.0
Kensington and Chelsea,1999,ONS MYE,147678,12.1,12180.6
Kensington and Chelsea,2000,ONS MYE,154661,12.1,12756.6
Kensington and Chelsea,2001,ONS MYE,162199,12.1,13378.3
Kensington and Chelsea,2002,ONS MYE,163827,12.1,13512.6
Kensington and Chelsea,2003,ONS MYE,165268,12.1,13631.5
Kensington and Chelsea,2004,ONS MYE,165752,12.1,13671.4
Kensington and Chelsea,2005,ONS MYE,168375,12.1,13887.7
Kensington and Chelsea,2006,ONS MYE,165245,12.1,13629.6
Kensington and Chelsea,2007,ONS MYE,162883,12.1,13434.7
Kensington and Chelsea,2008,ONS MYE,162579,12.1,13409.7
Kensington and Chelsea,2009,ONS MYE,161893,12.1,13353.1
Kensington and Chelsea,2010,ONS MYE,160463,12.1,13235.1
Kensington and Chelsea,2011,GLA Population Projections,158652,12.1,13085.8
Kensington and Chelsea,2012,GLA Population Projections,156331,12.1,12894.3
Kensington and Chelsea,2013,GLA Population Projections,155995,12.1,12866.6
Kensington and Chelsea,2014,GLA Population Projections,156591,12.1,12915.8
Kensington and Chelsea,2015,GLA Population Projections,158112,12.1,13041.2
Kensington and Chelsea,2016,GLA Population Projections,157127,12.1,12960.0
Kensington and Chelsea,2017,GLA Population Projections,157954,12.1,13028.2
Kensington and Chelsea,2018,GLA Population Projections,159301,12.1,13139.3
Kensington and Chelsea,2019,GLA Population Projections,160531,12.1,13240.7
Kensington and Chelsea,2020,GLA Population Projections,160794,12.1,13262.4
Kensington and Chelsea,2021,GLA Population Projections,161552,12.1,13325.0
Kensington and Chelsea,2022,GLA Population Projections,162446,12.1,13398.7
Kensington and Chelsea,2023,GLA Population Projections,163255,12.1,13465.4
Kensington and Chelsea,2024,GLA Population Projections,164020,12.1,13528.5
Kensington and Chelsea,2025,GLA Population Projections,164730,12.1,13587.1
Kensington and Chelsea,2026,GLA Population Projections,165522,12.1,13652.4
Kensington and Chelsea,2027,GLA Population Projections,166287,12.1,13715.5
Kensington and Chelsea,2028,GLA Population Projections,166996,12.1,13774.0
Kensington and Chelsea,2029,GLA Population Projections,167725,12.1,13834.1
Kensington and Chelsea,2030,GLA Population Projections,169188,12.1,13954.8
Kensington and Chelsea,2031,GLA Population Projections,170397,12.1,14054.5
Kensington and Chelsea,2032,GLA Population Projections,171448,12.1,14141.2
Kensington and Chelsea,2033,GLA Population Projections,172416,12.1,14221.0
Kensington and Chelsea,2034,GLA Population Projections,173348,12.1,14297.9
Kensington and Chelsea,2035,GLA Population Projections,174187,12.1,14367.1
Kensington and Chelsea,2036,GLA Population Projections,174815,12.1,14418.9
Kensington and Chelsea,2037,GLA Population Projections,175349,12.1,14463.0
Kensington and Chelsea,2038,GLA Population Projections,175860,12.1,14505.1
Kensington and Chelsea,2039,GLA Population Projections,176349,12.1,14545.4
Kensington and Chelsea,2040,GLA Population Projections,176732,12.1,14577.0
Kensington and Chelsea,2041,GLA Population Projections,177139,12.1,14610.6
Kensington and Chelsea,2042,GLA Population Projections,177523,12.1,14642.3
Kensington and Chelsea,2043,GLA Population Projections,177716,12.1,14658.2
Kensington and Chelsea,2044,GLA Population Projections,177869,12.1,14670.8
Kensington and Chelsea,2045,GLA Population Projections,178024,12.1,14683.6
Kensington and Chelsea,2046,GLA Population Projections,178188,12.1,14697.1
Kensington and Chelsea,2047,GLA Population Projections,178302,12.1,14706.5
Kensington and Chelsea,2048,GLA Population Projections,178386,12.1,14713.4
Kensington and Chelsea,2049,GLA Population Projections,178528,12.1,14725.2
Kensington and Chelsea,2050,GLA Population Projections,178691,12.1,14738.6
Kingston upon Thames,1999,ONS MYE,146003,37.3,3918.4
Kingston upon Thames,2000,ONS MYE,147328,37.3,3953.9
Kingston upon Thames,2001,ONS MYE,149045,37.3,4000.0
Kingston upon Thames,2002,ONS MYE,149642,37.3,4016.0
Kingston upon Thames,2003,ONS MYE,149683,37.3,4017.1
Kingston upon Thames,2004,ONS MYE,151055,37.3,4054.0
Kingston upon Thames,2005,ONS MYE,152489,37.3,4092.4
Kingston upon Thames,2006,ONS MYE,153667,37.3,4124.1
Kingston upon Thames,2007,ONS MYE,154485,37.3,4146.0
Kingston upon Thames,2008,ONS MYE,156027,37.3,4187.4
Kingston upon Thames,2009,ONS MYE,157307,37.3,4221.7
Kingston upon Thames,2010,ONS MYE,158648,37.3,4257.7
Kingston upon Thames,2011,GLA Population Projections,160469,37.3,4306.6
Kingston upon Thames,2012,GLA Population Projections,163939,37.3,4399.7
Kingston upon Thames,2013,GLA Population Projections,166826,37.3,4477.2
Kingston upon Thames,2014,GLA Population Projections,169991,37.3,4562.1
Kingston upon Thames,2015,GLA Population Projections,173558,37.3,4657.9
Kingston upon Thames,2016,GLA Population Projections,176140,37.3,4727.2
Kingston upon Thames,2017,GLA Population Projections,178419,37.3,4788.3
Kingston upon Thames,2018,GLA Population Projections,179581,37.3,4819.5
Kingston upon Thames,2019,GLA Population Projections,180598,37.3,4846.8
Kingston upon Thames,2020,GLA Population Projections,182728,37.3,4904.0
Kingston upon Thames,2021,GLA Population Projections,184660,37.3,4955.8
Kingston upon Thames,2022,GLA Population Projections,186434,37.3,5003.4
Kingston upon Thames,2023,GLA Population Projections,187973,37.3,5044.7
Kingston upon Thames,2024,GLA Population Projections,189276,37.3,5079.7
Kingston upon Thames,2025,GLA Population Projections,190330,37.3,5108.0
Kingston upon Thames,2026,GLA Population Projections,191245,37.3,5132.6
Kingston upon Thames,2027,GLA Population Projections,194030,37.3,5207.3
Kingston upon Thames,2028,GLA Population Projections,197062,37.3,5288.7
Kingston upon Thames,2029,GLA Population Projections,200064,37.3,5369.2
Kingston upon Thames,2030,GLA Population Projections,202034,37.3,5422.1
Kingston upon Thames,2031,GLA Population Projections,203623,37.3,5464.7
Kingston upon Thames,2032,GLA Population Projections,205015,37.3,5502.1
Kingston upon Thames,2033,GLA Population Projections,206327,37.3,5537.3
Kingston upon Thames,2034,GLA Population Projections,207589,37.3,5571.2
Kingston upon Thames,2035,GLA Population Projections,208250,37.3,5588.9
Kingston upon Thames,2036,GLA Population Projections,209179,37.3,5613.9
Kingston upon Thames,2037,GLA Population Projections,210214,37.3,5641.6
Kingston upon Thames,2038,GLA Population Projections,211318,37.3,5671.3
Kingston upon Thames,2039,GLA Population Projections,212440,37.3,5701.4
Kingston upon Thames,2040,GLA Population Projections,213439,37.3,5728.2
Kingston upon Thames,2041,GLA Population Projections,214350,37.3,5752.6
Kingston upon Thames,2042,GLA Population Projections,215679,37.3,5788.3
Kingston upon Thames,2043,GLA Population Projections,217136,37.3,5827.4
Kingston upon Thames,2044,GLA Population Projections,218656,37.3,5868.2
Kingston upon Thames,2045,GLA Population Projections,220237,37.3,5910.6
Kingston upon Thames,2046,GLA Population Projections,221889,37.3,5955.0
Kingston upon Thames,2047,GLA Population Projections,223542,37.3,5999.3
Kingston upon Thames,2048,GLA Population Projections,225151,37.3,6042.5
Kingston upon Thames,2049,GLA Population Projections,226798,37.3,6086.7
Kingston upon Thames,2050,GLA Population Projections,228514,37.3,6132.8
Lambeth,1999,ONS MYE,266817,26.8,9952.1
Lambeth,2000,ONS MYE,270028,26.8,10071.9
Lambeth,2001,ONS MYE,273372,26.8,10196.6
Lambeth,2002,ONS MYE,273041,26.8,10184.3
Lambeth,2003,ONS MYE,272195,26.8,10152.7
Lambeth,2004,ONS MYE,274262,26.8,10229.8
Lambeth,2005,ONS MYE,277620,26.8,10355.1
Lambeth,2006,ONS MYE,280524,26.8,10463.4
Lambeth,2007,ONS MYE,284964,26.8,10629.0
Lambeth,2008,ONS MYE,289126,26.8,10784.2
Lambeth,2009,ONS MYE,294050,26.8,10967.9
Lambeth,2010,ONS MYE,297650,26.8,11102.2
Lambeth,2011,GLA Population Projections,304808,26.8,11369.2
Lambeth,2012,GLA Population Projections,310527,26.8,11582.5
Lambeth,2013,GLA Population Projections,314569,26.8,11733.3
Lambeth,2014,GLA Population Projections,318543,26.8,11881.5
Lambeth,2015,GLA Population Projections,324758,26.8,12113.3
Lambeth,2016,GLA Population Projections,328237,26.8,12243.1
Lambeth,2017,GLA Population Projections,331157,26.8,12352.0
Lambeth,2018,GLA Population Projections,334724,26.8,12485.0
Lambeth,2019,GLA Population Projections,338028,26.8,12608.3
Lambeth,2020,GLA Population Projections,340324,26.8,12693.9
Lambeth,2021,GLA Population Projections,342250,26.8,12765.7
Lambeth,2022,GLA Population Projections,343982,26.8,12830.3
Lambeth,2023,GLA Population Projections,345285,26.8,12878.9
Lambeth,2024,GLA Population Projections,346100,26.8,12909.3
Lambeth,2025,GLA Population Projections,346448,26.8,12922.3
Lambeth,2026,GLA Population Projections,346615,26.8,12928.6
Lambeth,2027,GLA Population Projections,346584,26.8,12927.4
Lambeth,2028,GLA Population Projections,346279,26.8,12916.0
Lambeth,2029,GLA Population Projections,345815,26.8,12898.7
Lambeth,2030,GLA Population Projections,347007,26.8,12943.2
Lambeth,2031,GLA Population Projections,349019,26.8,13018.2
Lambeth,2032,GLA Population Projections,351319,26.8,13104.0
Lambeth,2033,GLA Population Projections,353667,26.8,13191.6
Lambeth,2034,GLA Population Projections,355959,26.8,13277.1
Lambeth,2035,GLA Population Projections,359116,26.8,13394.8
Lambeth,2036,GLA Population Projections,362468,26.8,13519.9
Lambeth,2037,GLA Population Projections,365729,26.8,13641.5
Lambeth,2038,GLA Population Projections,368829,26.8,13757.1
Lambeth,2039,GLA Population Projections,371720,26.8,13865.0
Lambeth,2040,GLA Population Projections,374166,26.8,13956.2
Lambeth,2041,GLA Population Projections,376286,26.8,14035.3
Lambeth,2042,GLA Population Projections,379179,26.8,14143.2
Lambeth,2043,GLA Population Projections,382211,26.8,14256.3
Lambeth,2044,GLA Population Projections,385264,26.8,14370.1
Lambeth,2045,GLA Population Projections,388339,26.8,14484.8
Lambeth,2046,GLA Population Projections,391462,26.8,14601.3
Lambeth,2047,GLA Population Projections,394520,26.8,14715.4
Lambeth,2048,GLA Population Projections,397440,26.8,14824.3
Lambeth,2049,GLA Population Projections,398650,26.8,14869.4
Lambeth,2050,GLA Population Projections,399029,26.8,14883.6
Lewisham,1999,ONS MYE,250310,35.1,7121.3
Lewisham,2000,ONS MYE,252106,35.1,7172.4
Lewisham,2001,ONS MYE,254336,35.1,7235.9
Lewisham,2002,ONS MYE,253662,35.1,7216.7
Lewisham,2003,ONS MYE,251936,35.1,7167.6
Lewisham,2004,ONS MYE,252455,35.1,7182.4
Lewisham,2005,ONS MYE,254930,35.1,7252.8
Lewisham,2006,ONS MYE,257976,35.1,7339.4
Lewisham,2007,ONS MYE,261188,35.1,7430.8
Lewisham,2008,ONS MYE,266508,35.1,7582.2
Lewisham,2009,ONS MYE,270418,35.1,7693.4
Lewisham,2010,ONS MYE,272525,35.1,7753.4
Lewisham,2011,GLA Population Projections,277525,35.1,7895.6
Lewisham,2012,GLA Population Projections,282143,35.1,8027.0
Lewisham,2013,GLA Population Projections,286767,35.1,8158.5
Lewisham,2014,GLA Population Projections,292520,35.1,8322.2
Lewisham,2015,GLA Population Projections,297912,35.1,8475.6
Lewisham,2016,GLA Population Projections,302454,35.1,8604.8
Lewisham,2017,GLA Population Projections,306380,35.1,8716.5
Lewisham,2018,GLA Population Projections,310324,35.1,8828.7
Lewisham,2019,GLA Population Projections,314027,35.1,8934.1
Lewisham,2020,GLA Population Projections,317465,35.1,9031.9
Lewisham,2021,GLA Population Projections,320574,35.1,9120.4
Lewisham,2022,GLA Population Projections,323421,35.1,9201.4
Lewisham,2023,GLA Population Projections,325830,35.1,9269.9
Lewisham,2024,GLA Population Projections,327730,35.1,9323.9
Lewisham,2025,GLA Population Projections,329136,35.1,9363.9
Lewisham,2026,GLA Population Projections,330318,35.1,9397.6
Lewisham,2027,GLA Population Projections,331205,35.1,9422.8
Lewisham,2028,GLA Population Projections,331726,35.1,9437.6
Lewisham,2029,GLA Population Projections,331972,35.1,9444.6
Lewisham,2030,GLA Population Projections,333474,35.1,9487.4
Lewisham,2031,GLA Population Projections,335589,35.1,9547.5
Lewisham,2032,GLA Population Projections,337904,35.1,9613.4
Lewisham,2033,GLA Population Projections,340236,35.1,9679.7
Lewisham,2034,GLA Population Projections,342519,35.1,9744.7
Lewisham,2035,GLA Population Projections,345534,35.1,9830.5
Lewisham,2036,GLA Population Projections,348763,35.1,9922.3
Lewisham,2037,GLA Population Projections,351991,35.1,10014.2
Lewisham,2038,GLA Population Projections,355174,35.1,10104.7
Lewisham,2039,GLA Population Projections,358249,35.1,10192.2
Lewisham,2040,GLA Population Projections,360994,35.1,10270.3
Lewisham,2041,GLA Population Projections,363502,35.1,10341.7
Lewisham,2042,GLA Population Projections,366687,35.1,10432.3
Lewisham,2043,GLA Population Projections,370021,35.1,10527.1
Lewisham,2044,GLA Population Projections,373401,35.1,10623.3
Lewisham,2045,GLA Population Projections,376831,35.1,10720.9
Lewisham,2046,GLA Population Projections,380336,35.1,10820.6
Lewisham,2047,GLA Population Projections,383810,35.1,10919.4
Lewisham,2048,GLA Population Projections,387195,35.1,11015.7
Lewisham,2049,GLA Population Projections,388466,35.1,11051.9
Lewisham,2050,GLA Population Projections,388806,35.1,11061.6
Merton,1999,ONS MYE,185062,37.6,4918.6
Merton,2000,ONS MYE,188196,37.6,5001.9
Merton,2001,ONS MYE,191106,37.6,5079.3
Merton,2002,ONS MYE,190561,37.6,5064.8
Merton,2003,ONS MYE,189298,37.6,5031.2
Merton,2004,ONS MYE,188908,37.6,5020.8
Merton,2005,ONS MYE,190583,37.6,5065.4
Merton,2006,ONS MYE,192520,37.6,5116.8
Merton,2007,ONS MYE,194260,37.6,5163.1
Merton,2008,ONS MYE,195859,37.6,5205.6
Merton,2009,ONS MYE,198136,37.6,5266.1
Merton,2010,ONS MYE,199136,37.6,5292.7
Merton,2011,GLA Population Projections,201226,37.6,5348.2
Merton,2012,GLA Population Projections,202908,37.6,5392.9
Merton,2013,GLA Population Projections,203906,37.6,5419.5
Merton,2014,GLA Population Projections,204198,37.6,5427.2
Merton,2015,GLA Population Projections,205248,37.6,5455.1
Merton,2016,GLA Population Projections,205712,37.6,5467.5
Merton,2017,GLA Population Projections,208225,37.6,5534.3
Merton,2018,GLA Population Projections,209421,37.6,5566.0
Merton,2019,GLA Population Projections,210452,37.6,5593.4
Merton,2020,GLA Population Projections,212658,37.6,5652.1
Merton,2021,GLA Population Projections,214740,37.6,5707.4
Merton,2022,GLA Population Projections,216662,37.6,5758.5
Merton,2023,GLA Population Projections,218298,37.6,5802.0
Merton,2024,GLA Population Projections,220418,37.6,5858.3
Merton,2025,GLA Population Projections,222714,37.6,5919.4
Merton,2026,GLA Population Projections,225047,37.6,5981.4
Merton,2027,GLA Population Projections,227279,37.6,6040.7
Merton,2028,GLA Population Projections,229456,37.6,6098.5
Merton,2029,GLA Population Projections,231636,37.6,6156.5
Merton,2030,GLA Population Projections,232473,37.6,6178.7
Merton,2031,GLA Population Projections,232956,37.6,6191.6
Merton,2032,GLA Population Projections,233638,37.6,6209.7
Merton,2033,GLA Population Projections,234439,37.6,6231.0
Merton,2034,GLA Population Projections,235289,37.6,6253.6
Merton,2035,GLA Population Projections,236669,37.6,6290.2
Merton,2036,GLA Population Projections,238242,37.6,6332.1
Merton,2037,GLA Population Projections,239851,37.6,6374.8
Merton,2038,GLA Population Projections,241463,37.6,6417.7
Merton,2039,GLA Population Projections,243040,37.6,6459.6
Merton,2040,GLA Population Projections,244440,37.6,6496.8
Merton,2041,GLA Population Projections,245706,37.6,6530.4
Merton,2042,GLA Population Projections,247421,37.6,6576.0
Merton,2043,GLA Population Projections,249259,37.6,6624.9
Merton,2044,GLA Population Projections,251139,37.6,6674.8
Merton,2045,GLA Population Projections,253064,37.6,6726.0
Merton,2046,GLA Population Projections,254848,37.6,6773.4
Merton,2047,GLA Population Projections,254993,37.6,6777.3
Merton,2048,GLA Population Projections,255093,37.6,6779.9
Merton,2049,GLA Population Projections,255279,37.6,6784.9
Merton,2050,GLA Population Projections,255498,37.6,6790.7
Newham,1999,ONS MYE,240517,36.2,6644.4
Newham,2000,ONS MYE,245463,36.2,6781.0
Newham,2001,ONS MYE,249411,36.2,6890.1
Newham,2002,ONS MYE,255282,36.2,7052.3
Newham,2003,ONS MYE,256224,36.2,7078.3
Newham,2004,ONS MYE,254434,36.2,7028.9
Newham,2005,ONS MYE,253798,36.2,7011.3
Newham,2006,ONS MYE,257994,36.2,7127.2
Newham,2007,ONS MYE,266285,36.2,7356.3
Newham,2008,ONS MYE,276478,36.2,7637.9
Newham,2009,ONS MYE,286447,36.2,7913.3
Newham,2010,ONS MYE,299171,36.2,8264.8
Newham,2011,GLA Population Projections,311912,36.2,8616.7
Newham,2012,GLA Population Projections,315536,36.2,8716.9
Newham,2013,GLA Population Projections,319679,36.2,8831.3
Newham,2014,GLA Population Projections,325774,36.2,8999.7
Newham,2015,GLA Population Projections,334269,36.2,9234.4
Newham,2016,GLA Population Projections,342430,36.2,9459.8
Newham,2017,GLA Population Projections,347448,36.2,9598.4
Newham,2018,GLA Population Projections,353245,36.2,9758.6
Newham,2019,GLA Population Projections,359470,36.2,9930.6
Newham,2020,GLA Population Projections,363552,36.2,10043.3
Newham,2021,GLA Population Projections,366943,36.2,10137.0
Newham,2022,GLA Population Projections,370004,36.2,10221.6
Newham,2023,GLA Population Projections,372515,36.2,10290.9
Newham,2024,GLA Population Projections,374424,36.2,10343.7
Newham,2025,GLA Population Projections,387234,36.2,10697.5
Newham,2026,GLA Population Projections,400056,36.2,11051.8
Newham,2027,GLA Population Projections,412896,36.2,11406.5
Newham,2028,GLA Population Projections,425524,36.2,11755.3
Newham,2029,GLA Population Projections,438168,36.2,12104.6
Newham,2030,GLA Population Projections,443657,36.2,12256.3
Newham,2031,GLA Population Projections,448316,36.2,12385.0
Newham,2032,GLA Population Projections,452580,36.2,12502.8
Newham,2033,GLA Population Projections,456754,36.2,12618.1
Newham,2034,GLA Population Projections,460902,36.2,12732.7
Newham,2035,GLA Population Projections,463190,36.2,12795.9
Newham,2036,GLA Population Projections,464821,36.2,12840.9
Newham,2037,GLA Population Projections,466111,36.2,12876.6
Newham,2038,GLA Population Projections,467406,36.2,12912.3
Newham,2039,GLA Population Projections,468681,36.2,12947.6
Newham,2040,GLA Population Projections,471105,36.2,13014.5
Newham,2041,GLA Population Projections,473611,36.2,13083.8
Newham,2042,GLA Population Projections,474709,36.2,13114.1
Newham,2043,GLA Population Projections,475206,36.2,13127.8
Newham,2044,GLA Population Projections,475586,36.2,13138.3
Newham,2045,GLA Population Projections,475971,36.2,13149.0
Newham,2046,GLA Population Projections,476445,36.2,13162.0
Newham,2047,GLA Population Projections,477162,36.2,13181.9
Newham,2048,GLA Population Projections,478016,36.2,13205.4
Newham,2049,GLA Population Projections,479167,36.2,13237.2
Newham,2050,GLA Population Projections,480671,36.2,13278.8
Redbridge,1999,ONS MYE,238138,56.4,4220.9
Redbridge,2000,ONS MYE,239868,56.4,4251.5
Redbridge,2001,ONS MYE,241893,56.4,4287.4
Redbridge,2002,ONS MYE,244273,56.4,4329.6
Redbridge,2003,ONS MYE,247412,56.4,4385.3
Redbridge,2004,ONS MYE,248774,56.4,4409.4
Redbridge,2005,ONS MYE,251560,56.4,4458.8
Redbridge,2006,ONS MYE,255590,56.4,4530.2
Redbridge,2007,ONS MYE,259965,56.4,4607.8
Redbridge,2008,ONS MYE,265452,56.4,4705.0
Redbridge,2009,ONS MYE,270435,56.4,4793.3
Redbridge,2010,ONS MYE,275088,56.4,4875.8
Redbridge,2011,GLA Population Projections,281521,56.4,4989.8
Redbridge,2012,GLA Population Projections,284743,56.4,5046.9
Redbridge,2013,GLA Population Projections,288398,56.4,5111.7
Redbridge,2014,GLA Population Projections,293181,56.4,5196.5
Redbridge,2015,GLA Population Projections,296919,56.4,5262.7
Redbridge,2016,GLA Population Projections,299375,56.4,5306.3
Redbridge,2017,GLA Population Projections,303887,56.4,5386.3
Redbridge,2018,GLA Population Projections,305910,56.4,5422.1
Redbridge,2019,GLA Population Projections,307690,56.4,5453.7
Redbridge,2020,GLA Population Projections,312264,56.4,5534.7
Redbridge,2021,GLA Population Projections,316288,56.4,5606.1
Redbridge,2022,GLA Population Projections,320018,56.4,5672.2
Redbridge,2023,GLA Population Projections,323302,56.4,5730.4
Redbridge,2024,GLA Population Projections,326070,56.4,5779.4
Redbridge,2025,GLA Population Projections,328279,56.4,5818.6
Redbridge,2026,GLA Population Projections,330304,56.4,5854.5
Redbridge,2027,GLA Population Projections,332106,56.4,5886.4
Redbridge,2028,GLA Population Projections,333593,56.4,5912.8
Redbridge,2029,GLA Population Projections,334804,56.4,5934.2
Redbridge,2030,GLA Population Projections,337202,56.4,5976.7
Redbridge,2031,GLA Population Projections,340121,56.4,6028.5
Redbridge,2032,GLA Population Projections,343228,56.4,6083.6
Redbridge,2033,GLA Population Projections,346344,56.4,6138.8
Redbridge,2034,GLA Population Projections,349386,56.4,6192.7
Redbridge,2035,GLA Population Projections,353103,56.4,6258.6
Redbridge,2036,GLA Population Projections,357012,56.4,6327.9
Redbridge,2037,GLA Population Projections,360905,56.4,6396.9
Redbridge,2038,GLA Population Projections,364738,56.4,6464.8
Redbridge,2039,GLA Population Projections,368461,56.4,6530.8
Redbridge,2040,GLA Population Projections,371856,56.4,6591.0
Redbridge,2041,GLA Population Projections,375020,56.4,6647.1
Redbridge,2042,GLA Population Projections,378836,56.4,6714.7
Redbridge,2043,GLA Population Projections,382793,56.4,6784.8
Redbridge,2044,GLA Population Projections,384943,56.4,6822.9
Redbridge,2045,GLA Population Projections,385247,56.4,6828.3
Redbridge,2046,GLA Population Projections,385561,56.4,6833.9
Redbridge,2047,GLA Population Projections,385769,56.4,6837.6
Redbridge,2048,GLA Population Projections,385913,56.4,6840.1
Redbridge,2049,GLA Population Projections,386188,56.4,6845.0
Redbridge,2050,GLA Population Projections,386513,56.4,6850.8
Richmond upon Thames,1999,ONS MYE,172782,57.4,3009.8
Richmond upon Thames,2000,ONS MYE,172920,57.4,3012.2
Richmond upon Thames,2001,ONS MYE,174311,57.4,3036.4
Richmond upon Thames,2002,ONS MYE,175441,57.4,3056.1
Richmond upon Thames,2003,ONS MYE,177182,57.4,3086.4
Richmond upon Thames,2004,ONS MYE,179312,57.4,3123.5
Richmond upon Thames,2005,ONS MYE,181508,57.4,3161.8
Richmond upon Thames,2006,ONS MYE,182520,57.4,3179.4
Richmond upon Thames,2007,ONS MYE,182421,57.4,3177.7
Richmond upon Thames,2008,ONS MYE,182927,57.4,3186.5
Richmond upon Thames,2009,ONS MYE,184394,57.4,3212.1
Richmond upon Thames,2010,ONS MYE,186304,57.4,3245.3
Richmond upon Thames,2011,GLA Population Projections,187527,57.4,3266.6
Richmond upon Thames,2012,GLA Population Projections,189145,57.4,3294.8
Richmond upon Thames,2013,GLA Population Projections,191365,57.4,3333.5
Richmond upon Thames,2014,GLA Population Projections,193585,57.4,3372.2
Richmond upon Thames,2015,GLA Population Projections,194730,57.4,3392.1
Richmond upon Thames,2016,GLA Population Projections,195846,57.4,3411.5
Richmond upon Thames,2017,GLA Population Projections,197988,57.4,3448.9
Richmond upon Thames,2018,GLA Population Projections,199419,57.4,3473.8
Richmond upon Thames,2019,GLA Population Projections,200703,57.4,3496.2
Richmond upon Thames,2020,GLA Population Projections,201713,57.4,3513.7
Richmond upon Thames,2021,GLA Population Projections,203312,57.4,3541.6
Richmond upon Thames,2022,GLA Population Projections,205051,57.4,3571.9
Richmond upon Thames,2023,GLA Population Projections,206708,57.4,3600.8
Richmond upon Thames,2024,GLA Population Projections,208321,57.4,3628.9
Richmond upon Thames,2025,GLA Population Projections,209625,57.4,3651.6
Richmond upon Thames,2026,GLA Population Projections,210766,57.4,3671.4
Richmond upon Thames,2027,GLA Population Projections,211789,57.4,3689.3
Richmond upon Thames,2028,GLA Population Projections,212687,57.4,3704.9
Richmond upon Thames,2029,GLA Population Projections,213573,57.4,3720.3
Richmond upon Thames,2030,GLA Population Projections,214103,57.4,3729.6
Richmond upon Thames,2031,GLA Population Projections,214817,57.4,3742.0
Richmond upon Thames,2032,GLA Population Projections,215693,57.4,3757.3
Richmond upon Thames,2033,GLA Population Projections,216617,57.4,3773.4
Richmond upon Thames,2034,GLA Population Projections,217549,57.4,3789.6
Richmond upon Thames,2035,GLA Population Projections,218891,57.4,3813.0
Richmond upon Thames,2036,GLA Population Projections,220373,57.4,3838.8
Richmond upon Thames,2037,GLA Population Projections,221877,57.4,3865.0
Richmond upon Thames,2038,GLA Population Projections,223392,57.4,3891.4
Richmond upon Thames,2039,GLA Population Projections,224545,57.4,3911.5
Richmond upon Thames,2040,GLA Population Projections,224896,57.4,3917.6
Richmond upon Thames,2041,GLA Population Projections,225277,57.4,3924.2
Richmond upon Thames,2042,GLA Population Projections,225709,57.4,3931.7
Richmond upon Thames,2043,GLA Population Projections,225921,57.4,3935.4
Richmond upon Thames,2044,GLA Population Projections,226088,57.4,3938.3
Richmond upon Thames,2045,GLA Population Projections,226260,57.4,3941.3
Richmond upon Thames,2046,GLA Population Projections,226447,57.4,3944.6
Richmond upon Thames,2047,GLA Population Projections,226578,57.4,3946.9
Richmond upon Thames,2048,GLA Population Projections,226674,57.4,3948.6
Richmond upon Thames,2049,GLA Population Projections,226839,57.4,3951.4
Richmond upon Thames,2050,GLA Population Projections,227030,57.4,3954.8
Southwark,1999,ONS MYE,247853,28.9,8587.5
Southwark,2000,ONS MYE,252726,28.9,8756.3
Southwark,2001,ONS MYE,256712,28.9,8894.5
Southwark,2002,ONS MYE,256269,28.9,8879.1
Southwark,2003,ONS MYE,255242,28.9,8843.5
Southwark,2004,ONS MYE,257257,28.9,8913.3
Southwark,2005,ONS MYE,261811,28.9,9071.1
Southwark,2006,ONS MYE,267553,28.9,9270.1
Southwark,2007,ONS MYE,272626,28.9,9445.8
Southwark,2008,ONS MYE,276973,28.9,9596.4
Southwark,2009,ONS MYE,281120,28.9,9740.1
